id,title,commemorating,date_of_incident,description,inscription,address,location_guide,map_grid_ref,previous_location,nature,physical_type,physical_materials,setting,access,post_unveiling,commissioned_by,artist(s),date_unveiled,comments,gps_x,gps_y
22,Three Star Inn Memorial - (nvtd),"Patrick Mohan who was killed in a Loyalist bomb attack on the Three Star Inn.
 Person(s) commemorated",07 March 1976,10-foot high monument,,"Main Street Castleblayney,  County Monaghan, Republic of Ireland. n.a.",Close to the Three Star Inn on Main Street.,,,Civilian,"Other, Sculpture ?",,Street ?,Public Unresticted.,,Local authorities in conjunction with the Remembrance Commission.,Carlow-based artist Temco de Fouw,7 March 2008,"The memorial was unveiled by John Hume on 7 March 2008. Mr Hume was joined at the ceremony by Anna Mone-McEneaney, whose former husband, Patrick Mone, was killed by the bomb.",,
220,Stephen McConomy Plaque,"Stephen McConomy (11) who died three days after been shot with a plastic bullet fired by the British Army.
 Person(s) commemorated",19 April 1982,Rectangular metal plaque with photograph and inscription.,Single inscription.,"Fahan Street, Bogside, Derry,  County Derry, Northern Ireland. BT48 6AQ",Placed high on the gable wall of a terrace of houses at top of Fahan Street.  Close to Butcher's Gate in the City Walls.,IC433167,"Fahan Street - on metal plinth at street level, close to current location.",Civilian,Plaque,Metal,Street,Public Restricted.  (On gable wall of terraced house; within private garden; viewable from street.),"The metal plaque orginally was placed on street level, on a metal plinth, at the edge of Fahan Street close to its current site.","Mother, brothers and family",,,The plaque was presumably moved to its present location to protect it from damage. The original position was close to the spot where the incident occurred.,54.99583510905767,-7.324731740013458
221,Charles English Plaque,"IRA member Charles English killed in Abbey Street, Derry in 1985.
 Person(s) commemorated",06 August 1985,Oval-shaped inscribed stone plaque.,Single short inscription being a dedication.,"Abbey Street, Bogside, Derry,  County Derry, Northern Ireland. BT48 9DN",On front wall of house close to junction of Abbey Street and William Street.,IC432170,,"Paramilitary, Republican, IRA",Plaque,Stone Granite,Street,Public Restricted.  (On front wall of house; within private garden; viewable from street.),,Republican Movement / Derry Republican Graves Committee,,,One of a series of plaques placed by the Derry Republican Graves Committee close to the spot where IRA volunteers died.,54.998643353714684,-7.325747101452103
222,John Starrs Plaque,"IRA member John Starrs killed in 1972.
 Person(s) commemorated",13 May 1972,Oval-shaped inscribed stone plaque.,Single short inscription.,"Chamberlain Street, Bogside, Derry,  County Derry, Northern Ireland. BT48 6LR",On side wall of business/dwelling at the junction of Chamberlain Street and William Street.  (Not far from Waterloo Place.),IC433169,,"Paramilitary, Republican, IRA",Plaque,Stone Granite,Street,Public Unrestricted,,Republican Movement / Derry Republican Graves Committee,,2004,One of a series of plaques placed by the Derry Republican Graves Committee close to the spot where IRA volunteers died.,54.997882578918805,-7.323009790285637
223,Dennis Heaney Plaque,"IRA member Dennis Heaney killed in 1978.
 Person(s) commemorated",10 June 1978,Oval-shaped inscribed stone plaque.,Single short inscription.,"Harvey Street, Bogside, Derry,  County Derry, Northern Ireland. BT48 6LS",On the side wall of the '720 Bar' at the junction of Harvey Street and Chamberlain Street.   Not far from the juction of Chamberlain Street and William Street.,IC434168,,"Paramilitary, Republican, IRA",Plaque,Stone Granite,Street,Public Unrestricted,,Republican Movement / Derry Republican Graves Committee,,2004,One of a series of plaques placed by the Derry Republican Graves Committee close to the spot where IRA volunteers died. The inscription on the plaque is already showing signs that it is beginning to fade.,54.997606314467106,-7.3234050772336525
224,IRA Memorial (Racecourse Road),"Eight IRA members from the Shantallow of Derry area killed in the conflict.
 Person(s) commemorated",,"Large memorial stone, with large plaque attached, set on stepped platform with a sem-circular stone wall behind. The wall incorporates two other smaller plaques and some ornate ironwork.",Inscriptions on all three plaques.,"Drumleck Drive, off Racecourse Road, Shantallow, Derry,  County Derry, Northern Ireland. BT48","Drumleck Drive, just off Race Course Road. (Close to a group of shops.)",IC439201,,"Paramilitary, Republican, IRA","Memorial Stone, and Plaque",Stone and Granite,Street,Public Unrestricted,,,,2004,,55.026641329573934,-7.314300026579129
225,Michael Quigley Plaque,"IRA member Michael Quigley who was killed by the British Army in 1972.
 Person(s) commemorated",17 September 1972,Oval-shaped inscribed stone plaque.,Single inscription.,"Central Drive, Creggan, Derry,  County Derry, Northern Ireland. BT48",Junction of Central Drive and Fanad Drive.,IC418167,,"Paramilitary, Republican, IRA",Plaque,Stone Granite,Street,Public Unrestricted,,Republican Movement / Derry Republican Graves Committee,,2004,The memorial is sited close to the spot where the death occurred.,54.99670665445066,-7.346138915359387
226,INLA Plot (Derry City Cemetery),"INLA and IRSP members who were killed in the conflict, plus some members who died of natural causes.  There is also a memorial to the 10 Republicans who died on Hunger Strike in 1981.
 Person(s) commemorated",,"The monument is comprised of a figurative statue on a large inscribed plinth, and large oval-shaped inscribed stone on two small stone plinths, with two flagepoles.  Figurate statue is of a masted INLA member in uniform with rifle standing to attention.","Inscriptions on oval-shaped memorial stone, also inscriptions on the sides of the main plinth.","Derry City Cemetery, Creggan, Derry,  County Derry, Northern Ireland. BT48","Near west wall (south-west corner) of the City Cemetery in Creggan, Derry. Entering through the main Creggan gate the INLA plot can be found by following the road directly ahead and across the cemetery and then turning up towards the boundary wall.",IC420162,,"Paramilitary, Republican, INLA","Other, Republican Plot, Monument",Stone Granite,Cemetery,Public Restricted,The monument attracted controversary when Unionist politicians objected to its presence and enquired about lack of planning permission for the monument.,Republican Socialst Movement,,5 March 2000,Some of the people mentioned on the memorial are not listed in Sutton's Index of Deaths.,54.992256789602884,-7.343836574951706
227,IRA Plot (Derry City Cemetery),"IRA members from Derry who were killed in the conflict. The memorials list 46 people (some of whom have died of natural causes since 2000). Only 34 of the names are listed in Sutton's Index of Deaths.
 Person(s) commemorated",,"Monument comprised of a figurative statue on a large inscribed plinth, standing on a platform with three steps.  Two additional slabs stand one on either side of the plinth.  Figurative statue is of Cuchulainn.  This monument forms the central part of the main Provisional IRA burial plot within the City Cemetery.",A number of inscriptions containing the names of members of the IRA killed on 'active service'.,"Derry City Cemetery, Creggan, Derry,  County Derry, Northern Ireland. BT48","Near west wall (south-west corner) of the City Cemetery in Creggan, Derry.  The plot can be found be entering the cemetery by Creggan gate, close to St Mary's Church, and proceeding directly ahead along the road.",IC421162,,"Paramilitary, Republican, IRA","Other, Republican Plot, Monument and grave headstones",Stone Granite,Cemetery,Public Restricted,The monument is the scene of regular commemorations but particularly for the annual Easter Sunday commemoration.,Republican Movement / Derry Republican Graves Committee,,Easter 1975,The statue of Cuchulainn appears to be moddelled on that by Oliver Sheppard which is on display in the General Post Office (GPO) in Dublin.,54.991775094540564,-7.342797694934146
228,"McCool, Coyle and Carlin Plaque","Three IRA members and two children killed in a premature explosion on 27 June 1970.
 Person(s) commemorated",27 June 1970,Oval-shaped inscribed stone plaque.,In Proud And Loving Memory | Of | Vol. Tommy McCool (27th June 1970) | etc.,"Dunree Gardens, Creggan, Derry,  County Derry, Northern Ireland. BT48",Plaque is fixed to the side wall of a community centre at the juction of Dunree Gardens and Fanad Drive.,IC419168,,"Paramilitary, Republican, IRA, Civilian",Plaque,Stone Granite,Street,Private Restricted (gate usually open),,Republican Movement / Derry Republican Graves Committee,,2003,The memorial is sited close to the spot where the deaths occurred.,54.99703133220972,-7.344711751012087
23,Fullerton Memorial,"Sinn Fein member Eddie Fullerton.
 Person(s) commemorated",25 May 1991,"An inscribed memorial stone slab, set on a plinth.",Inscription in English with some Irish text.,"Car Park, Cahir O'Doherty Avenue, Buncrana,  County Donegal, Republic of Ireland.",Cahir O'Doherty Avenue is in the north-west of the town of Buncrana. The car park is next to the mouth of the Crana River. The memorial is on the opposite side of the lane from the car park.,IC344325,,"Civilian, Political Activist, Sinn Fein",Memorial Stone,Stone,"Other, Car Park","Public, Unrestricted",,Eddie Fullerton 20th Anniversary Committee,,29 May 2011,"The memorial stone was unveiled at a ceremony held at 3.00 pm on Sunday 29 May 2011, just following the 20th anniversary of the killing. The event was attended by Martin McGuinness, then Deputy First Minister of Northern Ireland, and other notable politicians.",55.13809021487102,-7.461178137297297
230,Bloody Sunday Stained-glass Window,"The thirteen people killed by the British Army on 30 January 1972, and the injured person who later died from wounds, plus ""the innocent people killed during the Troubles in the Derry area"".
 Person(s) commemorated",30 January 1972,Four panel stained glass window.,Several inscriptions incorporated as part of the design.,"Guildhall, Shipquay Place (Guildhall Square), Derry,  County Derry, Northern Ireland. BT48",The stained-glass window is in a ground floor wall of the Guildhall.  The Guildhall is situated in Shipquay Place opposite Shipquay Gate in the City Walls.,,,Civilian,"Other, Window, Stained-glass window","Glass, lead, paint.",Building Interior,Public Restricted to opening hours,,Derry City Council,,,"The stained-glass window is close to the main entrance to the Guildhall, opposite the reception / security desk.",,
231,Eamonn Lafferty Cross,"IRA member Eamon Lafferty killed by British soldiers on 18 August 1971.
 Person(s) commemorated",18 August 1971,Small Celtic cross on inscribed plinth.,EAMON LAFFERTY | KILLED IN ACTION | 18 AUG 1971,"Kildrum Gardens, Creggan, Derry,  County Derry, Northern Ireland. BT48",North-east end of Kildrum Gardens close to the City Cemetery wall.,IC420161,,"Paramilitary, Republican, IRA","Other, Cross, Celtic Cross",Stone,Street,Public Unrestricted,"Following the erection of the cross, a mural (no.232) and a plaque (no.233) have been installed close by.",Republican Movement,,1972?,"The cross comprises one of three memorials to Eamonn Lafferty; a Celtic cross, mural and plaque. The cross is sited close to the spot where the death occurred.",54.99092333072677,-7.343092829615884
232,Eamonn Lafferty Mural,"IRA member Eamon Lafferty killed by British soldiers on 18 August 1971.
 Person(s) commemorated",18 August 1971,Mural painted onto City Cemetery wall.,DERRY BRIGADE | Oglagh Na hEireann,"Kildrum Gardens, Creggan, Derry,  County Derry, Northern Ireland. BT48",North-east end of Kildrum Gardens on the City Cemetery wall.,IC420161,,"Paramilitary, Republican, IRA",Mural,Paint,Street,Public Unrestricted,After the mural was painted an oval-shaped inscribed plaque was added to the wall.,Republican Movement,,,"The mural comprises one of three memorials to Eamonn Lafferty; a Celtic cross, mural and plaque.",54.99092333072677,-7.343092829615884
